District,Taluka,Region,Equipment,Rs/hr,Rs/day,images
Raigad,Alibaug,Konkan,tractor,332,2470,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Wardha,Samudrapur,Vidharbha,tractor,280,1960,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Nashik,Malegaon,Marathwada,sickel,21,76,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Nagpur,Narkhed,Vidharbha,tractor trolley,185,1480,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Buldhana,Malkapur,Vidharbha,pickaxe,26,200,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Bhandara,Tumsa,Vidharbha,tractor,258,2064,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Gondia,Tirora,Vidharbha,tractor,250,2000,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Hingoli,Aundha,Marathwada,tractor trolley,315,2590,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Kolhapur,Radhanagari,WM,plough,195,930,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sindhudurg,Devgad,Konkan,tractor,310,2300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Jintur,Marathwada,sickel,29,100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Nagpur,Katol,Vidharbha,tractor,340,2720,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Hingoli,Sengaon,Marathwada,plough,196,1010,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Wardha,Karanja,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Jalgaon,Pachora,Khandesh,sickel,14,65,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Nagpur,Ramtek,Vidharbha,pickaxe,32,256,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Dhule,Shirpur,Khandesh,tractor,286,2100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Washim,Malegaon,Vidharbha,sprayer,40,320,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Parbhani,Jintur,Marathwada,hoe,52,250,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Amravati,Morshi,Vidharbha,Plough,120,900,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Osmanabad,Tuljapur,Marathwada,sickel,31,106,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Nagpur,Nagpur,Vidharbha,tractor,350,2800,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Yavatmal,Umarkhed,Vidharbha,hoe,25,200,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Sambhajinagar,Gangapur,Marathwada,tractor,362,2695,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Sambhajinagar,Kannad,Marathwada,hoe,33,187,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Satara,Satara,WM,pickaxe,36.69,132.65,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Amravati,Achalpur,Vidharbha,Sickel,24,192,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Kolhapur,Panhala,WM,tractor trolley,313,2350,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sangli,Atpadi,WM,sickel,28.7,103,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Beed,Ashti,Marathwada,pickaxe,30,110,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Jalna,Mantha,Marathwada,sprayer,39,125,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Latur,Renapur,Marathwada,tractor trolley,230,1700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Pune,Shirur,WM,tractor,541.6,6500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Buldhana,Lonar,Vidharbha,plough,125,940,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Beed,Shirur,Marathwada,sprayer,50,155,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Raigad,Pen,Konkan,sickel,21.8,80,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Bhandara,Pauni,Vidharbha,sprayer,38,304,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Dhule,Sindhkheda,Khandesh,plough,104,545,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Parbhani,Jintur,Marathwada,plough,195,1020,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nanded,Nanded,Marathwada,plough,130,600,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Indapur,WM,sickel,33,109,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Satara,Karad,WM,tractor trolley,291.86,2225.83,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Ahmednagar,Parner,Khandesh,tractor trolley,320,2600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Washim,Washim,Vidharbha,tractor,270,2160,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Amravati,Chandur,Vidharbha,Tractor,300,2250,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Chandrapur,Chandrapur,Vidharbha,tractor trolley,138,1104,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Raigad,Pen,Konkan,sprayer,52,160,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Kolhapur,Gadhinglaj,WM,hoe,51.5,278,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Satara,Jaoli,WM,plough,187.53,888.42,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Akola,Patur,Vidharbha,Tractor Trolley,190,1450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Wardha,Wardha,Vidharbha,tractor,280,1960,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Osmanabad,Bhoom,Marathwada,sickel,29,100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Raigad,Pen,Konkan,tractor trolley,230,1730,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Pune,Baramati,WM,tractor trolley,330,2700,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Parbhani,Parbhani,Marathwada,pickaxe,44,150,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Nanded,Loha,Marathwada,sickel,20,75,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Gadchiroli,Dhanora,Vidharbha,plough,,,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Wardha,Wardha,Vidharbha,sickel,32,230,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Jalgaon,Bhusawal,Khandesh,tractor,275,2050,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Sambhajinagar,Gangapur,Marathwada,pickaxe,27,96,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Nanded,Loha,Marathwada,tractor,340,2400,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Latur,Latur,Marathwada,tractor trolley,240,1800,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Buldhana,Lonar,Vidharbha,sickel,32,260,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Pune,Haveli,WM,tractor,490,5500,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Parbhani,Gangakhed,Marathwada,sickel,28,95,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Pune,Haveli,WM,plough,205,1060,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ratnagiri,Chiplun,Konkan,sprayer,42,130,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Amgaon,Vidharbha,hoe,28,224,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Washim,Karanja,Vidharbha,hoe,27,216,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Bhandara,Tumsa,Vidharbha,sickel,15,120,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Sickle33.jpg/220px-Sickle33.jpg
Nandurbar,Shahada,Khandesh,plough,75,620,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Latur,Chakur,Marathwada,sickel,20,75,
Ahmednagar,Pathardi,Khandesh,plough,210,1070,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Dhule,Shirpur,Khandesh,plough,119,630,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sambhajinagar,Gangapur,Marathwada,hoe,36,199,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Akola,Akot,Vidharbha,Pickaxe,26,210,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Parbhani,Sonpeth,Marathwada,tractor,450,3300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Jalgaon,Jalgaon,Khandesh,plough,120,620,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Hingoli,kalamnuri,Marathwada,hoe,53,254,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Sangli,Atpadi,WM,pickaxe,36.85,132.25,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Gondia,Salekasa,Vidharbha,plough,109,872,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Indapur,WM,tractor trolley,320,2630,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nandurbar,Nawapur,Khandesh,sickel,11,50,
Sangli,Atpadi,WM,tractor trolley,291.03,2220.45,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Akola,Akola,Vidharbha,Sprayer,50,400,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Washim,Washim,Vidharbha,hoe,32,256,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Beed,Patoda,Marathwada,tractor trolley,220,1600,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Osmanabad,Vashi,Marathwada,plough,198,1040,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ahmednagar,Pathardi,Khandesh,tractor,495,3650,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Wardha,Hinganghat,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Raigad,Khalapur,Konkan,hoe,40,220,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Chandrapur,Chandrapur,Vidharbha,pickaxe,21,168,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Washim,Karanja,Vidharbha,pickaxe,18,144,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Solapur,Karmala,WM,sprayer,64,190,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Akola,Patur,Vidharbha,Plough,150,1125,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ahmednagar,Kopargaon,Khandesh,hoe,55,258,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Sangli,Miraj,WM,sprayer,66.8,205,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Ratnagiri,Chiplun,Konkan,plough,118,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Jalna,Jafrabad,Marathwada,tractor,320,2300,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Hingoli,Sengaon,Marathwada,tractor trolley,295,2450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Buldhana,Buldhana,Vidharbha,sickel,32,230,
Jalgaon,Chalisgaon,Khandesh,plough,112,620,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Wardha,Samudrapur,Vidharbha,plough,125,875,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sindhudurg,Sawantwadi,Konkan,plough,118,550,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sindhudurg,Devgad,Konkan,pickaxe,23,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Yavatmal,Yavatmal,Vidharbha,plough,99,743,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Sangli,Jat,WM,hoe,49.5,257,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Akola,Balapur,Vidharbha,Plough,145,1100,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ahmednagar,Parner,Khandesh,plough,205,1065,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Latur,Udgir,Marathwada,hoe,36,195,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nanded,Nanded,Marathwada,sprayer,48,150,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nanded,Naigaon,Marathwada,plough,125,570,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Baramati,WM,plough,210,1100,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Pune,Bhor,WM,pickaxe,41,153,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Ahmednagar,Sangamner,Khandesh,pickaxe,45,160,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Nandurbar,Taloda,Khandesh,tractor,185,920,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Latur,Latur,Marathwada,pickaxe,28,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Beed,Parali,Marathwada,tractor trolley,210,1550,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Amravati,Chikhaldara,Vidharbha,Sickel,25,200,
Palghar,Dahanu,Khandesh,sprayer,,,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Gondia,Gondia,Vidharbha,tractor trolley,150,1200,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Sambhajinagar,Sillod,Marathwada,tractor trolley,221,1630,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Yavatmal,Kalamb,Vidharbha,pickaxe,22,165,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Chandrapur,Rajura,Vidharbha,tractor,238,1904,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Buldhana,Malkapur,Vidharbha,sickel,32,250,
Pune,Haveli,WM,tractor trolley,315,2590,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Jalna,Badnapur,Marathwada,pickaxe,22,78,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Amravati,Chikhaldara,Vidharbha,Plough,135,1010,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Satara,Satara,WM,plough,186.03,885.93,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Nanded,Dharmabad,Marathwada,hoe,33,175,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Wardha,Wardha,Vidharbha,sprayer,72,500,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nanded,Loha,Marathwada,tractor trolley,200,1450,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Nashik,Igatpuri,Marathwada,sprayer,48,149,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Bhandara,Lakhandur,Vidharbha,plough,111,888,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Yavatmal,Maregaon,Vidharbha,pickaxe,21,160,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Parbhani,Purna,Marathwada,hoe,51,245,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Wardha,Karanja,Vidharbha,sickel,32,230,
Kolhapur,Kagal,WM,pickaxe,37.8,140.5,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Wardha,Hinganghat,Vidharbha,hoe,52,360,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Akola,Balapur,Vidharbha,Sprayer,52,420,"https://m.media-amazon.com/images/I/71gWfs0OVmL._AC_UF1000,1000_QL80_.jpg"
Nagpur,Hingna,Vidharbha,hoe,41,328,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Buldhana,Buldhana,Vidharbha,pickaxe,26,180,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sindhudurg,Kankavli,Konkan,pickaxe,23,82,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Kolhapur,Radhanagari,WM,tractor trolley,309,2330,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHyRAyhtHFKD4SZgYdUvws_SzCHgPJp2WOFWqimYRB6vHZJc20RJPL13xg&s=10
Jalna,Partur,Marathwada,sickel,17,58,
Satara,Karad,WM,pickaxe,36.83,132.94,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Solapur,Akkalkot,WM,tractor,448,3340,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Satara,Phaltan,WM,hoe,49.98,258.94,https://5.imimg.com/data5/SELLER/Default/2022/8/CJ/UN/LL/52580342/hand-hoe-500x500.jpeg
Nashik,Yeola,Marathwada,sickel,21,76,
Yavatmal,Maregaon,Vidharbha,tractor,250,1875,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGS3EdkbXE6m2lcEJGzMSc-inaDvUBdXsnBw&usqp=CAU
Pune,Junnar,WM,plough,205,1060,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Ratnagiri,Dapoli,Konkan,pickaxe,28,100,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
Sambhajinagar,Paithan,Marathwada,plough,133,618,https://www.patelagroindustries.com/public/images/blog/jt8wc33oxWhkXesZZkoblUlxItMlZmlnGKhQMe5b.png
Bhandara,Lakhandur,Vidharbha,pickaxe,23,184,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_LRYoi090IuNBYC5WUMYQcv8KMg1MROwZUQ&usqp=CAU
